Time (s),Oxidizer Mass (kg),Fuel Mass (kg)
9.183,0.68540042,0.24075083
9.184,0.68525786,0.24067925
9.185,0.68511536,0.24060768
9.186,0.68497292,0.24053614
9.187,0.68483055,0.24046461
9.188,0.68468825,0.2403931
9.189,0.684546,0.24032161
9.19,0.68440382,0.24025014
9.191,0.68426171,0.24017868
9.192,0.68411965,0.24010724
9.193,0.68397766,0.24003582
9.194,0.68383574,0.23996442
9.195,0.68369387,0.23989304
9.196,0.68355207,0.23982167
9.197,0.68341034,0.23975032
9.198,0.68326866,0.23967899
9.199,0.68312705,0.23960768
9.2,0.68298551,0.23953638
9.201,0.68284402,0.2394651
9.202,0.6827026,0.23939384
9.203,0.68256125,0.2393226
9.204,0.68241995,0.23925138
9.205,0.68227872,0.23918017
9.206,0.68213755,0.23910898
9.207,0.68199645,0.23903781
9.208,0.68185541,0.23896665
9.209,0.68171443,0.23889552
9.21,0.68157351,0.2388244
9.211,0.68143266,0.2387533
9.212,0.68129186,0.23868222
9.213,0.68115114,0.23861115
9.214,0.68101047,0.2385401
9.215,0.68086987,0.23846908
9.216,0.68072933,0.23839806
9.217,0.68058885,0.23832707
9.218,0.68044844,0.23825609
9.219,0.68030808,0.23818513
9.22,0.68016779,0.23811419
9.221,0.68002757,0.23804327
9.222,0.6798874,0.23797236
9.223,0.6797473,0.23790147
9.224,0.67960726,0.2378306
9.225,0.67946728,0.23775975
9.226,0.67932736,0.23768891
9.227,0.67918751,0.23761809
9.228,0.67904772,0.23754729
9.229,0.67890799,0.23747651
9.23,0.67876832,0.23740575
9.231,0.67862872,0.237335
9.232,0.67848917,0.23726427
9.233,0.67834969,0.23719356
9.234,0.67821028,0.23712286
9.235,0.67807092,0.23705218
9.236,0.67793162,0.23698152
9.237,0.67779239,0.23691088
9.238,0.67765322,0.23684026
9.239,0.67751411,0.23676965
9.24,0.67737506,0.23669906
9.241,0.67723608,0.23662849
9.242,0.67709715,0.23655793
9.243,0.67695829,0.23648739
9.244,0.67681949,0.23641687
9.245,0.67668075,0.23634637
9.246,0.67654207,0.23627589
9.247,0.67640346,0.23620542
9.248,0.6762649,0.23613497
9.249,0.67612641,0.23606454
9.25,0.67598798,0.23599412
9.251,0.67584961,0.23592372
9.252,0.6757113,0.23585334
9.253,0.67557305,0.23578298
9.254,0.67543487,0.23571264
9.255,0.67529674,0.23564231
9.256,0.67515868,0.235572
9.257,0.67502068,0.2355017
9.258,0.67488274,0.23543143
9.259,0.67474486,0.23536117
9.26,0.67460704,0.23529093
9.261,0.67446928,0.23522071
9.262,0.67433158,0.2351505
9.263,0.67419395,0.23508031
9.264,0.67405637,0.23501014
9.265,0.67391886,0.23493999
9.266,0.67378141,0.23486985
9.267,0.67364402,0.23479973
9.268,0.67350668,0.23472963
9.269,0.67336941,0.23465954
9.27,0.6732322,0.23458948
9.271,0.67309506,0.23451943
9.272,0.67295797,0.23444939
9.273,0.67282094,0.23437938
9.274,0.67268397,0.23430938
9.275,0.67254707,0.2342394
9.276,0.67241022,0.23416944
9.277,0.67227344,0.23409949
9.278,0.67213671,0.23402956
9.279,0.67200005,0.23395965
9.28,0.67186344,0.23388975
9.281,0.6717269,0.23381988
9.282,0.67159042,0.23375002
9.283,0.67145399,0.23368017
9.284,0.67131763,0.23361035
9.285,0.67118133,0.23354054
9.286,0.67104509,0.23347075
9.287,0.6709089,0.23340098
9.288,0.67077278,0.23333122
9.289,0.67063672,0.23326148
9.29,0.67050072,0.23319176
9.291,0.67036478,0.23312205
9.292,0.6702289,0.23305236
9.293,0.67009308,0.23298269
9.294,0.66995731,0.23291304
9.295,0.66982161,0.2328434
9.296,0.66968597,0.23277378
9.297,0.66955039,0.23270418
9.298,0.66941487,0.2326346
9.299,0.6692794,0.23256503
9.3,0.669144,0.23249548
9.301,0.66900866,0.23242595
9.302,0.66887338,0.23235643
9.303,0.66873815,0.23228693
9.304,0.66860299,0.23221745
9.305,0.66846788,0.23214798
9.306,0.66833284,0.23207854
9.307,0.66819785,0.2320091
9.308,0.66806293,0.23193969
9.309,0.66792806,0.23187029
9.31,0.66779326,0.23180091
9.311,0.66765851,0.23173155
9.312,0.66752382,0.23166221
9.313,0.66738919,0.23159288
9.314,0.66725462,0.23152357
9.315,0.66712011,0.23145427
9.316,0.66698566,0.23138499
9.317,0.66685127,0.23131573
9.318,0.66671693,0.23124649
9.319,0.66658266,0.23117727
9.32,0.66644845,0.23110806
9.321,0.66631429,0.23103886
9.322,0.66618019,0.23096969
9.323,0.66604616,0.23090053
9.324,0.66591218,0.23083139
9.325,0.66577826,0.23076226
9.326,0.6656444,0.23069316
9.327,0.66551059,0.23062407
9.328,0.66537685,0.23055499
9.329,0.66524317,0.23048594
9.33,0.66510954,0.2304169
9.331,0.66497597,0.23034787
9.332,0.66484246,0.23027887
9.333,0.66470901,0.23020988
9.334,0.66457562,0.23014091
9.335,0.66444229,0.23007195
9.336,0.66430902,0.23000302
9.337,0.6641758,0.22993409
9.338,0.66404264,0.22986519
9.339,0.66390955,0.2297963
9.34,0.66377651,0.22972743
9.341,0.66364352,0.22965858
9.342,0.6635106,0.22958974
9.343,0.66337773,0.22952092
9.344,0.66324493,0.22945212
9.345,0.66311218,0.22938333
9.346,0.66297949,0.22931456
9.347,0.66284686,0.22924581
9.348,0.66271428,0.22917708
9.349,0.66258177,0.22910836
9.35,0.66244931,0.22903966
9.351,0.66231691,0.22897097
9.352,0.66218457,0.2289023
9.353,0.66205228,0.22883365
9.354,0.66192006,0.22876502
9.355,0.66178789,0.2286964
9.356,0.66165578,0.2286278
9.357,0.66152373,0.22855921
9.358,0.66139173,0.22849064
9.359,0.6612598,0.22842209
9.36,0.66112792,0.22835356
9.361,0.6609961,0.22828504
9.362,0.66086433,0.22821654
9.363,0.66073263,0.22814806
9.364,0.66060098,0.22807959
9.365,0.66046939,0.22801114
9.366,0.66033785,0.22794271
9.367,0.66020638,0.22787429
9.368,0.66007496,0.22780589
9.369,0.6599436,0.22773751
9.37,0.6598123,0.22766914
9.371,0.65968105,0.22760079
9.372,0.65954986,0.22753245
9.373,0.65941873,0.22746414
9.374,0.65928766,0.22739584
9.375,0.65915664,0.22732755
9.376,0.65902568,0.22725929
9.377,0.65889478,0.22719104
9.378,0.65876393,0.2271228
9.379,0.65863315,0.22705459
9.38,0.65850242,0.22698639
9.381,0.65837174,0.2269182
9.382,0.65824113,0.22685004
9.383,0.65811057,0.22678188
9.384,0.65798006,0.22671375
9.385,0.65784962,0.22664563
9.386,0.65771923,0.22657753
9.387,0.6575889,0.22650945
9.388,0.65745862,0.22644138
9.389,0.65732841,0.22637333
9.39,0.65719824,0.2263053
9.391,0.65706814,0.22623728
9.392,0.65693809,0.22616928
9.393,0.6568081,0.22610129
9.394,0.65667817,0.22603332
9.395,0.65654829,0.22596537
9.396,0.65641847,0.22589744
9.397,0.6562887,0.22582952
9.398,0.65615899,0.22576162
9.399,0.65602934,0.22569373
9.4,0.65589975,0.22562586
9.401,0.65577021,0.22555801
9.402,0.65564072,0.22549017
9.403,0.6555113,0.22542235
9.404,0.65538193,0.22535455
9.405,0.65525262,0.22528677
9.406,0.65512336,0.225219
9.407,0.65499416,0.22515124
9.408,0.65486501,0.2250835
9.409,0.65473592,0.22501578
9.41,0.65460689,0.22494808
9.411,0.65447792,0.22488039
9.412,0.654349,0.22481272
9.413,0.65422013,0.22474507
9.414,0.65409132,0.22467743
9.415,0.65396257,0.22460981
9.416,0.65383388,0.2245422
9.417,0.65370524,0.22447461
9.418,0.65357665,0.22440704
9.419,0.65344812,0.22433948
9.42,0.65331965,0.22427194
9.421,0.65319123,0.22420442
9.422,0.65306287,0.22413691
9.423,0.65293457,0.22406942
9.424,0.65280632,0.22400194
9.425,0.65267812,0.22393449
9.426,0.65254998,0.22386704
9.427,0.6524219,0.22379962
9.428,0.65229387,0.22373221
9.429,0.6521659,0.22366482
9.43,0.65203799,0.22359744
9.431,0.65191013,0.22353008
9.432,0.65178232,0.22346274
9.433,0.65165457,0.22339541
9.434,0.65152688,0.2233281
9.435,0.65139924,0.2232608
9.436,0.65127166,0.22319352
9.437,0.65114413,0.22312626
9.438,0.65101665,0.22305901
9.439,0.65088924,0.22299178
9.44,0.65076187,0.22292457
9.441,0.65063457,0.22285737
9.442,0.65050731,0.22279019
9.443,0.65038012,0.22272303
9.444,0.65025297,0.22265588
9.445,0.65012589,0.22258875
9.446,0.64999886,0.22252163
9.447,0.64987188,0.22245453
9.448,0.64974496,0.22238745
9.449,0.64961809,0.22232038
9.45,0.64949128,0.22225333
9.451,0.64936452,0.22218629
9.452,0.64923782,0.22211927
9.453,0.64911117,0.22205227
9.454,0.64898458,0.22198528
9.455,0.64885804,0.22191831
9.456,0.64873155,0.22185136
9.457,0.64860513,0.22178442
9.458,0.64847875,0.2217175
9.459,0.64835243,0.22165059
9.46,0.64822617,0.2215837
9.461,0.64809996,0.22151683
9.462,0.6479738,0.22144997
9.463,0.6478477,0.22138313
9.464,0.64772165,0.22131631
9.465,0.64759566,0.2212495
9.466,0.64746972,0.2211827
9.467,0.64734384,0.22111593
9.468,0.64721801,0.22104917
9.469,0.64709223,0.22098242
9.47,0.64696651,0.22091569
9.471,0.64684085,0.22084898
9.472,0.64671523,0.22078228
9.473,0.64658968,0.2207156
9.474,0.64646417,0.22064894
9.475,0.64633872,0.22058229
9.476,0.64621333,0.22051566
9.477,0.64608798,0.22044904
9.478,0.6459627,0.22038244
9.479,0.64583746,0.22031586
9.48,0.64571228,0.22024929
9.481,0.64558716,0.22018274
9.482,0.64546209,0.2201162
9.483,0.64533707,0.22004968
9.484,0.6452121,0.21998318
9.485,0.64508719,0.21991669
9.486,0.64496234,0.21985022
9.487,0.64483753,0.21978376
9.488,0.64471279,0.21971732
9.489,0.64458809,0.2196509
9.49,0.64446345,0.21958449
9.491,0.64433886,0.2195181
9.492,0.64421433,0.21945172
9.493,0.64408985,0.21938536
9.494,0.64396542,0.21931902
9.495,0.64384105,0.21925269
9.496,0.64371672,0.21918638
9.497,0.64359246,0.21912008
9.498,0.64346824,0.2190538
9.499,0.64334409,0.21898753
9.5,0.64321998,0.21892129
9.501,0.64309593,0.21885505
9.502,0.64297193,0.21878884
9.503,0.64284798,0.21872263
9.504,0.64272409,0.21865645
9.505,0.64260025,0.21859028
9.506,0.64247646,0.21852413
9.507,0.64235272,0.21845799
9.508,0.64222904,0.21839187
9.509,0.64210542,0.21832576
9.51,0.64198184,0.21825967
9.511,0.64185832,0.2181936
9.512,0.64173485,0.21812754
9.513,0.64161144,0.21806149
9.514,0.64148807,0.21799547
9.515,0.64136476,0.21792946
9.516,0.64124151,0.21786346
9.517,0.6411183,0.21779748
9.518,0.64099515,0.21773152
9.519,0.64087206,0.21766557
9.52,0.64074901,0.21759964
9.521,0.64062602,0.21753372
9.522,0.64050308,0.21746782
9.523,0.64038019,0.21740194
9.524,0.64025736,0.21733607
9.525,0.64013457,0.21727022
9.526,0.64001184,0.21720438
9.527,0.63988917,0.21713856
9.528,0.63976654,0.21707275
9.529,0.63964397,0.21700696
9.53,0.63952145,0.21694119
9.531,0.63939899,0.21687543
9.532,0.63927657,0.21680968
9.533,0.63915421,0.21674396
9.534,0.6390319,0.21667824
9.535,0.63890964,0.21661255
9.536,0.63878744,0.21654687
9.537,0.63866528,0.2164812
9.538,0.63854318,0.21641555
9.539,0.63842113,0.21634992
9.54,0.63829914,0.2162843
9.541,0.63817719,0.2162187
9.542,0.6380553,0.21615312
9.543,0.63793346,0.21608755
9.544,0.63781168,0.21602199
9.545,0.63768994,0.21595645
9.546,0.63756826,0.21589093
9.547,0.63744662,0.21582542
9.548,0.63732505,0.21575993
9.549,0.63720352,0.21569445
9.55,0.63708204,0.21562899
9.551,0.63696062,0.21556354
9.552,0.63683925,0.21549811
9.553,0.63671792,0.2154327
9.554,0.63659666,0.2153673
9.555,0.63647544,0.21530192
9.556,0.63635427,0.21523655
9.557,0.63623316,0.2151712
9.558,0.6361121,0.21510586
9.559,0.63599109,0.21504054
9.56,0.63587013,0.21497523
9.561,0.63574922,0.21490994
9.562,0.63562837,0.21484467
9.563,0.63550756,0.21477941
9.564,0.63538681,0.21471417
9.565,0.63526611,0.21464894
9.566,0.63514546,0.21458373
9.567,0.63502486,0.21451853
9.568,0.63490432,0.21445335
9.569,0.63478382,0.21438818
9.57,0.63466338,0.21432303
9.571,0.63454298,0.2142579
9.572,0.63442264,0.21419278
9.573,0.63430235,0.21412768
9.574,0.63418211,0.21406259
9.575,0.63406192,0.21399751
9.576,0.63394179,0.21393246
9.577,0.6338217,0.21386742
9.578,0.63370167,0.21380239
9.579,0.63358168,0.21373738
9.58,0.63346175,0.21367238
9.581,0.63334187,0.2136074
9.582,0.63322204,0.21354244
9.583,0.63310226,0.21347749
9.584,0.63298253,0.21341255
9.585,0.63286285,0.21334764
9.586,0.63274323,0.21328273
9.587,0.63262365,0.21321784
9.588,0.63250412,0.21315297
9.589,0.63238465,0.21308812
9.59,0.63226523,0.21302327
9.591,0.63214585,0.21295845
9.592,0.63202653,0.21289364
9.593,0.63190726,0.21282884
9.594,0.63178804,0.21276406
9.595,0.63166887,0.2126993
9.596,0.63154975,0.21263455
9.597,0.63143068,0.21256981
9.598,0.63131166,0.21250509
9.599,0.63119269,0.21244039
9.6,0.63107377,0.2123757
9.601,0.6309549,0.21231103
9.602,0.63083609,0.21224637
9.603,0.63071732,0.21218173
9.604,0.6305986,0.2121171
9.605,0.63047994,0.21205249
9.606,0.63036132,0.21198789
9.607,0.63024275,0.21192331
9.608,0.63012424,0.21185875
9.609,0.63000577,0.2117942
9.61,0.62988736,0.21172966
9.611,0.62976899,0.21166514
9.612,0.62965068,0.21160064
9.613,0.62953241,0.21153615
9.614,0.6294142,0.21147167
9.615,0.62929604,0.21140721
9.616,0.62917792,0.21134277
9.617,0.62905986,0.21127834
9.618,0.62894184,0.21121393
9.619,0.62882388,0.21114953
9.62,0.62870596,0.21108515
9.621,0.6285881,0.21102078
9.622,0.62847028,0.21095643
9.623,0.62835252,0.21089209
9.624,0.6282348,0.21082777
9.625,0.62811714,0.21076346
9.626,0.62799952,0.21069917
9.627,0.62788195,0.21063489
9.628,0.62776444,0.21057063
9.629,0.62764697,0.21050639
9.63,0.62752955,0.21044215
9.631,0.62741218,0.21037794
9.632,0.62729487,0.21031374
9.633,0.6271776,0.21024955
9.634,0.62706038,0.21018538
9.635,0.62694321,0.21012123
9.636,0.62682609,0.21005709
9.637,0.62670902,0.20999296
9.638,0.626592,0.20992885
9.639,0.62647502,0.20986475
9.64,0.6263581,0.20980067
9.641,0.62624123,0.20973661
9.642,0.6261244,0.20967256
9.643,0.62600763,0.20960853
9.644,0.6258909,0.20954451
9.645,0.62577423,0.2094805
9.646,0.6256576,0.20941651
9.647,0.62554102,0.20935254
9.648,0.62542449,0.20928858
9.649,0.62530801,0.20922463
9.65,0.62519158,0.2091607
9.651,0.6250752,0.20909679
9.652,0.62495887,0.20903289
9.653,0.62484258,0.20896901
9.654,0.62472635,0.20890514
9.655,0.62461016,0.20884128
9.656,0.62449403,0.20877744
9.657,0.62437794,0.20871362
9.658,0.6242619,0.20864981
9.659,0.62414591,0.20858602
9.66,0.62402997,0.20852224
9.661,0.62391407,0.20845847
9.662,0.62379823,0.20839472
9.663,0.62368243,0.20833099
9.664,0.62356669,0.20826727
9.665,0.62345099,0.20820356
9.666,0.62333534,0.20813988
9.667,0.62321974,0.2080762
9.668,0.62310419,0.20801254
9.669,0.62298868,0.2079489
9.67,0.62287323,0.20788527
9.671,0.62275782,0.20782165
9.672,0.62264246,0.20775805
9.673,0.62252715,0.20769447
9.674,0.62241189,0.2076309
9.675,0.62229668,0.20756734
9.676,0.62218151,0.2075038
9.677,0.6220664,0.20744028
9.678,0.62195133,0.20737677
9.679,0.62183631,0.20731327
9.68,0.62172134,0.20724979
9.681,0.62160642,0.20718632
9.682,0.62149154,0.20712287
9.683,0.62137671,0.20705944
9.684,0.62126194,0.20699601
9.685,0.6211472,0.20693261
9.686,0.62103252,0.20686922
9.687,0.62091789,0.20680584
9.688,0.6208033,0.20674248
9.689,0.62068876,0.20667913
9.69,0.62057427,0.2066158
9.691,0.62045983,0.20655248
9.692,0.62034544,0.20648918
9.693,0.62023109,0.20642589
9.694,0.62011679,0.20636262
9.695,0.62000254,0.20629936
9.696,0.61988834,0.20623611
9.697,0.61977418,0.20617288
9.698,0.61966007,0.20610967
9.699,0.61954601,0.20604647
9.7,0.619432,0.20598329
9.701,0.61931804,0.20592012
9.702,0.61920412,0.20585696
9.703,0.61909025,0.20579382
9.704,0.61897643,0.2057307
9.705,0.61886266,0.20566759
9.706,0.61874893,0.20560449
9.707,0.61863525,0.20554141
9.708,0.61852162,0.20547834
9.709,0.61840804,0.20541529
9.71,0.6182945,0.20535225
9.711,0.61818101,0.20528923
9.712,0.61806757,0.20522622
9.713,0.61795418,0.20516323
9.714,0.61784083,0.20510025
9.715,0.61772753,0.20503729
9.716,0.61761428,0.20497434
9.717,0.61750107,0.2049114
9.718,0.61738792,0.20484848
9.719,0.61727481,0.20478558
9.72,0.61716174,0.20472269
9.721,0.61704873,0.20465981
9.722,0.61693576,0.20459695
9.723,0.61682284,0.2045341
9.724,0.61670996,0.20447127
9.725,0.61659713,0.20440845
9.726,0.61648435,0.20434565
9.727,0.61637162,0.20428286
9.728,0.61625893,0.20422009
9.729,0.61614629,0.20415733
9.73,0.6160337,0.20409459
9.731,0.61592116,0.20403186
9.732,0.61580866,0.20396914
9.733,0.6156962,0.20390644
9.734,0.6155838,0.20384376
9.735,0.61547144,0.20378108
9.736,0.61535913,0.20371843
9.737,0.61524686,0.20365579
9.738,0.61513465,0.20359316
9.739,0.61502247,0.20353054
9.74,0.61491035,0.20346795
9.741,0.61479827,0.20340536
9.742,0.61468624,0.20334279
9.743,0.61457426,0.20328024
9.744,0.61446232,0.2032177
9.745,0.61435043,0.20315517
9.746,0.61423858,0.20309266
9.747,0.61412678,0.20303016
9.748,0.61401503,0.20296768
9.749,0.61390332,0.20290521
9.75,0.61379166,0.20284276
9.751,0.61368005,0.20278032
9.752,0.61356848,0.2027179
9.753,0.61345696,0.20265549
9.754,0.61334549,0.20259309
9.755,0.61323406,0.20253071
9.756,0.61312268,0.20246834
9.757,0.61301134,0.20240599
9.758,0.61290006,0.20234365
9.759,0.61278881,0.20228133
9.76,0.61267762,0.20221902
9.761,0.61256647,0.20215673
9.762,0.61245536,0.20209445
9.763,0.6123443,0.20203218
9.764,0.61223329,0.20196993
9.765,0.61212232,0.20190769
9.766,0.6120114,0.20184547
9.767,0.61190053,0.20178326
9.768,0.6117897,0.20172107
9.769,0.61167892,0.20165889
9.77,0.61156818,0.20159672
9.771,0.61145749,0.20153457
9.772,0.61134685,0.20147244
9.773,0.61123625,0.20141032
9.774,0.61112569,0.20134821
9.775,0.61101519,0.20128612
9.776,0.61090472,0.20122404
9.777,0.61079431,0.20116197
9.778,0.61068394,0.20109992
9.779,0.61057361,0.20103789
9.78,0.61046333,0.20097587
9.781,0.6103531,0.20091386
9.782,0.61024291,0.20085187
9.783,0.61013277,0.20078989
9.784,0.61002268,0.20072792
9.785,0.60991262,0.20066597
9.786,0.60980262,0.20060404
9.787,0.60969266,0.20054212
9.788,0.60958274,0.20048021
9.789,0.60947287,0.20041832
9.79,0.60936305,0.20035644
9.791,0.60925327,0.20029458
9.792,0.60914354,0.20023273
9.793,0.60903385,0.20017089
9.794,0.60892421,0.20010907
9.795,0.60881461,0.20004726
9.796,0.60870506,0.19998547
9.797,0.60859555,0.19992369
9.798,0.60848609,0.19986193
9.799,0.60837668,0.19980018
9.8,0.6082673,0.19973844
9.801,0.60815798,0.19967672
9.802,0.6080487,0.19961501
9.803,0.60793946,0.19955332
9.804,0.60783027,0.19949164
9.805,0.60772112,0.19942997
9.806,0.60761202,0.19936832
9.807,0.60750297,0.19930669
9.808,0.60739396,0.19924507
9.809,0.60728499,0.19918346
9.81,0.60717607,0.19912186
9.811,0.60706719,0.19906028
9.812,0.60695836,0.19899872
9.813,0.60684958,0.19893717
9.814,0.60674083,0.19887563
9.815,0.60663214,0.19881411
9.816,0.60652348,0.1987526
9.817,0.60641488,0.1986911
9.818,0.60630631,0.19862962
9.819,0.6061978,0.19856816
9.82,0.60608932,0.1985067
9.821,0.60598089,0.19844526
9.822,0.60587251,0.19838384
9.823,0.60576417,0.19832243
9.824,0.60565587,0.19826103
9.825,0.60554762,0.19819965
9.826,0.60543942,0.19813828
9.827,0.60533126,0.19807693
9.828,0.60522314,0.19801559
9.829,0.60511507,0.19795427
9.83,0.60500704,0.19789295
9.831,0.60489905,0.19783166
9.832,0.60479112,0.19777037
9.833,0.60468322,0.1977091
9.834,0.60457537,0.19764785
9.835,0.60446756,0.19758661
9.836,0.6043598,0.19752538
9.837,0.60425208,0.19746417
9.838,0.60414441,0.19740297
9.839,0.60403678,0.19734178
9.84,0.60392919,0.19728061
9.841,0.60382165,0.19721945
9.842,0.60371415,0.19715831
9.843,0.6036067,0.19709718
9.844,0.60349929,0.19703607
9.845,0.60339193,0.19697496
9.846,0.60328461,0.19691388
9.847,0.60317733,0.1968528
9.848,0.6030701,0.19679174
9.849,0.60296291,0.1967307
9.85,0.60285576,0.19666967
9.851,0.60274866,0.19660865
9.852,0.6026416,0.19654765
9.853,0.60253459,0.19648666
9.854,0.60242762,0.19642568
9.855,0.60232069,0.19636472
9.856,0.60221381,0.19630377
9.857,0.60210697,0.19624284
9.858,0.60200018,0.19618192
9.859,0.60189343,0.19612101
9.86,0.60178672,0.19606012
9.861,0.60168006,0.19599924
9.862,0.60157344,0.19593838
9.863,0.60146686,0.19587753
9.864,0.60136033,0.19581669
9.865,0.60125384,0.19575587
9.866,0.60114739,0.19569506
9.867,0.60104099,0.19563427
9.868,0.60093463,0.19557349
9.869,0.60082832,0.19551272
9.87,0.60072205,0.19545197
9.871,0.60061582,0.19539123
9.872,0.60050963,0.1953305
9.873,0.60040349,0.19526979
9.874,0.60029739,0.19520909
9.875,0.60019134,0.19514841
9.876,0.60008533,0.19508774
9.877,0.59997936,0.19502708
9.878,0.59987343,0.19496644
9.879,0.59976755,0.19490581
9.88,0.59966171,0.1948452
9.881,0.59955592,0.19478459
9.882,0.59945016,0.19472401
9.883,0.59934446,0.19466343
9.884,0.59923879,0.19460287
9.885,0.59913317,0.19454233
9.886,0.59902759,0.1944818
9.887,0.59892205,0.19442128
9.888,0.59881656,0.19436077
9.889,0.59871111,0.19430028
9.89,0.5986057,0.19423981
9.891,0.59850033,0.19417934
9.892,0.59839501,0.19411889
9.893,0.59828973,0.19405846
9.894,0.5981845,0.19399804
9.895,0.5980793,0.19393763
9.896,0.59797415,0.19387723
9.897,0.59786904,0.19381685
9.898,0.59776398,0.19375648
9.899,0.59765896,0.19369613
9.9,0.59755398,0.19363579
9.901,0.59744904,0.19357547
9.902,0.59734415,0.19351515
9.903,0.59723929,0.19345485
9.904,0.59713449,0.19339457
9.905,0.59702972,0.1933343
9.906,0.596925,0.19327404
9.907,0.59682032,0.1932138
9.908,0.59671568,0.19315357
9.909,0.59661108,0.19309335
9.91,0.59650653,0.19303315
9.911,0.59640202,0.19297296
9.912,0.59629755,0.19291278
9.913,0.59619312,0.19285262
9.914,0.59608874,0.19279247
9.915,0.5959844,0.19273234
9.916,0.5958801,0.19267222
9.917,0.59577584,0.19261211
9.918,0.59567163,0.19255202
9.919,0.59556746,0.19249194
9.92,0.59546333,0.19243187
9.921,0.59535924,0.19237182
9.922,0.59525519,0.19231178
9.923,0.59515119,0.19225175
9.924,0.59504723,0.19219174
9.925,0.59494331,0.19213174
9.926,0.59483944,0.19207175
9.927,0.5947356,0.19201178
9.928,0.59463181,0.19195183
9.929,0.59452806,0.19189188
9.93,0.59442435,0.19183195
9.931,0.59432069,0.19177203
9.932,0.59421706,0.19171213
9.933,0.59411348,0.19165224
9.934,0.59400994,0.19159236
9.935,0.59390644,0.1915325
